Civil_Status,Age,Children,Education_Level,Income,Total_Purchase,Wines,Fruits,Meat,Fish,Vegetables,Bread,Purchase_with_discounts,Online_Purchase,Store_Purchase,Web_visit
Divorced_Widowed,56,1,Postgraduate,55250,903,664,58,83,32,0,66,4,7,10,5
Divorced_Widowed,46,1,Bachelors,33249,112,6,10,21,19,14,42,2,2,3,6
Married,68,1,Bachelors,58398,596,299,5,201,21,21,49,3,5,8,4
Married,39,2,Bachelors,50272,233,99,13,66,43,8,4,3,4,5,7
Married,46,1,Postgraduate,76618,1511,749,40,294,121,160,147,1,3,5,1
Single,61,0,High School,87305,1152,345,25,501,63,138,80,1,5,8,2
Married,43,2,Bachelors,25851,48,9,4,18,7,5,5,2,2,3,7
Divorced_Widowed,51,1,Bachelors,58710,1185,440,81,368,0,122,174,6,11,9,6
Divorced_Widowed,63,2,Bachelors,45160,21,8,2,5,3,0,3,1,1,2,7
Married,56,2,Postgraduate,74806,965,670,9,249,0,28,9,2,5,5,4
Married,67,1,Bachelors,59111,869,524,0,134,28,28,155,1,11,8,7
Married,37,2,Postgraduate,18988,16,6,0,6,2,1,1,2,1,3,7
Married,56,1,Bachelors,72190,1947,597,166,597,172,166,249,1,5,4,3
Married,45,2,Bachelors,7500,71,7,0,12,13,7,32,5,4,2,9
Married,55,2,Bachelors,44794,65,54,0,7,0,0,4,1,2,3,6
Married,66,1,Bachelors,80395,1380,445,25,706,80,76,48,1,6,12,2
Single,45,0,Postgraduate,75012,1027,294,142,218,164,58,151,1,3,11,1
Married,56,4,Postgraduate,56962,411,292,3,77,10,3,26,7,6,5,7
Married,30,1,Bachelors,89891,836,412,22,132,59,28,183,1,11,8,4
Divorced_Widowed,72,2,Postgraduate,35946,11,8,0,3,0,0,0,1,0,3,5
Married,68,3,Postgraduate,53593,480,349,4,78,6,0,43,8,7,6,8
Married,43,3,Bachelors,66373,606,328,9,124,12,24,109,7,4,10,3
Divorced_Widowed,73,3,Postgraduate,45072,284,144,2,99,7,2,30,5,6,4,8
Divorced_Widowed,48,2,Bachelors,89694,1472,1126,28,211,37,28,42,3,4,4,5
Married,72,1,Bachelors,72025,1677,967,0,617,43,50,0,1,4,13,2
Married,48,2,Bachelors,67432,1335,432,79,341,177,136,170,2,8,4,4
Married,69,2,Postgraduate,70545,334,138,39,63,55,18,21,1,4,7,2
Married,32,2,High School,17487,18,0,0,1,7,4,6,1,1,2,7
Married,52,2,Bachelors,62882,1338,509,133,497,78,24,97,2,7,6,4
Divorced_Widowed,68,1,Postgraduate,64108,1099,948,10,86,13,21,21,4,6,11,5
Married,65,3,Postgraduate,34941,97,39,2,25,4,3,24,2,3,3,8
Divorced_Widowed,71,3,Postgraduate,48767,63,28,1,21,3,0,10,3,2,3,5
Married,43,2,High School,38702,109,13,11,24,13,8,40,2,3,4,6
Married,57,1,Bachelors,82224,902,307,26,360,138,31,40,1,6,5,3
Married,69,1,Bachelors,83844,1574,901,31,345,75,31,191,1,4,11,1
Married,46,2,High School,17003,38,2,5,12,4,8,7,3,2,4,5
Single,26,0,Bachelors,71163,960,283,17,372,138,106,44,1,3,12,1
Divorced_Widowed,51,1,Bachelors,33697,28,4,3,7,0,3,11,1,1,2,7
Married,67,1,High School,63564,1215,769,80,252,15,34,65,1,10,7,6
Married,49,1,Postgraduate,83443,1497,518,42,742,55,56,84,1,6,5,2
Married,63,2,Postgraduate,51518,449,350,8,66,17,4,4,2,3,10,3
Divorced_Widowed,46,1,Bachelors,58330,1064,445,53,213,104,98,151,1,6,13,4
Married,52,1,Bachelors,80952,1757,778,178,689,41,27,44,1,8,11,8
Married,42,1,Bachelors,75507,1440,709,93,374,104,80,80,1,8,6,3
Married,43,1,High School,63855,1006,359,35,314,93,116,89,1,7,13,4
Married,49,2,Postgraduate,62220,1226,799,12,375,16,12,12,5,7,5,6
Married,57,2,Bachelors,58512,1171,895,10,101,13,0,152,5,3,8,8
Married,42,2,Postgraduate,40662,92,40,2,23,0,4,23,2,2,3,4
Married,62,2,Postgraduate,38829,99,76,0,7,0,0,16,1,3,2,5
Married,40,2,High School,35523,66,11,5,22,12,5,11,2,3,3,7
Divorced_Widowed,54,2,Bachelors,79146,564,245,16,223,21,43,16,2,8,8,6
Married,33,1,Postgraduate,78285,1427,647,107,391,175,67,40,1,6,10,3
Divorced_Widowed,43,1,Postgraduate,31626,86,39,1,9,2,1,34,1,2,2,7
Single,69,0,Bachelors,75127,833,203,35,305,46,17,227,1,2,5,1
Married,66,2,Bachelors,48726,242,138,3,38,4,0,59,3,3,4,6
Married,44,1,Bachelors,74985,1869,587,51,898,247,0,86,1,3,7,2
Married,34,1,Bachelors,67430,1364,595,97,291,127,133,121,1,11,12,6
Married,56,2,High School,46891,183,43,12,23,29,15,61,1,2,4,4
Married,65,2,Postgraduate,62058,450,301,7,74,10,0,58,4,6,7,6
Married,42,2,Bachelors,72063,758,180,32,348,76,32,90,2,5,12,2
Married,70,1,Postgraduate,78939,1507,794,115,243,150,0,205,1,8,6,3
Divorced_Widowed,56,2,Bachelors,42720,654,392,5,91,28,26,112,8,7,7,8
Married,49,3,Bachelors,33622,81,39,1,22,3,4,12,3,2,4,7
Married,64,2,Postgraduate,6835,137,107,2,12,2,2,12,0,0,1,20
Married,68,3,Bachelors,41452,16,13,0,3,0,0,0,1,1,2,7
Divorced_Widowed,56,1,Postgraduate,40760,93,70,0,17,0,0,6,2,2,3,6
Married,63,1,Postgraduate,74250,1158,680,11,392,75,0,0,1,2,4,1
Divorced_Widowed,66,2,Postgraduate,51124,43,26,1,11,0,1,4,2,1,3,3
Divorced_Widowed,50,1,Bachelors,72258,1525,522,0,522,227,120,134,2,6,5,2
Single,47,0,Postgraduate,71466,1230,412,12,546,78,182,0,1,4,10,1
Married,45,3,Bachelors,36283,29,6,5,5,8,0,5,2,1,3,4
Divorced_Widowed,51,1,Bachelors,20587,25,2,3,6,4,1,9,1,1,2,7
Married,49,2,Bachelors,30467,24,1,3,8,2,5,5,1,1,2,7
Married,49,2,Bachelors,31590,38,6,2,15,6,6,3,1,1,3,8
Married,35,2,High School,20425,57,4,12,5,3,16,17,2,2,3,7
Married,61,3,Postgraduate,17144,47,18,2,19,0,2,6,5,3,4,7
Divorced_Widowed,53,1,Postgraduate,42564,813,324,48,186,39,18,198,6,6,4,7
Married,43,2,Postgraduate,43783,629,327,9,125,25,4,139,6,7,8,7
Divorced_Widowed,45,1,Bachelors,40780,377,229,27,71,13,3,34,4,7,5,9
Married,76,1,Postgraduate,62847,1612,521,168,706,80,76,61,1,3,4,2
Married,64,1,Postgraduate,82017,729,184,23,446,30,23,23,1,5,7,2
Single,71,0,Bachelors,16813,50,4,8,11,12,2,13,1,2,3,7
Married,43,3,Bachelors,51267,270,183,2,64,7,2,12,4,3,5,4
Divorced_Widowed,60,1,Bachelors,46524,177,31,19,35,26,14,52,2,1,5,3
Single,59,0,Postgraduate,45183,315,219,3,60,12,9,12,1,4,7,7
Married,67,2,Postgraduate,70421,767,479,28,136,75,14,35,3,10,7,6
Divorced_Widowed,56,1,High School,60161,1071,584,44,212,46,8,177,3,11,8,8
Married,48,1,Bachelors,73926,1580,627,91,597,159,91,15,1,6,12,3
Married,53,2,Bachelors,19329,60,24,1,16,12,2,5,3,4,3,8
Married,51,2,Postgraduate,61872,573,330,5,159,36,27,16,4,4,9,4
Divorced_Widowed,65,2,Bachelors,46984,41,19,1,10,2,1,8,1,1,3,5
Married,70,3,Bachelors,34838,170,28,23,29,29,14,47,3,2,4,6
Single,77,0,Postgraduate,82716,1167,606,148,228,15,148,22,1,6,13,2
Married,63,1,Bachelors,48192,1526,1039,43,204,153,58,29,3,2,12,8
Married,45,3,Postgraduate,49681,458,411,0,26,0,0,21,6,7,7,7
Married,50,2,Postgraduate,56850,63,34,1,19,2,7,0,1,1,3,2
Married,64,2,Bachelors,55267,405,161,28,136,32,3,45,4,3,6,3
Married,49,3,Bachelors,59666,1027,623,53,178,23,17,133,7,3,8,8
Divorced_Widowed,49,1,Bachelors,72504,1478,604,26,470,123,161,94,2,5,6,2
Married,40,1,Bachelors,26872,72,3,10,8,3,16,32,1,1,2,6
Divorced_Widowed,49,1,Bachelors,21359,48,12,2,17,6,1,10,2,2,3,8
Single,46,0,Bachelors,73170,726,184,174,256,50,30,32,1,5,6,2
Married,66,2,Postgraduate,52750,860,393,0,239,90,69,69,6,5,9,4
Married,35,1,Postgraduate,91820,1497,410,73,747,76,161,30,0,5,12,1
Married,51,2,Postgraduate,65968,495,376,9,83,19,4,4,2,5,7,3
Married,45,3,Bachelors,30772,20,7,2,4,2,1,4,1,1,2,6
Single,67,0,Bachelors,22507,570,68,0,226,51,157,68,3,10,4,9
Married,49,2,Bachelors,65685,769,642,14,49,0,7,57,1,9,9,5
Married,43,2,High School,25804,55,8,7,9,13,6,12,2,2,3,8
Single,41,0,Postgraduate,76412,1808,840,53,804,23,71,17,1,5,8,3
Married,49,2,Bachelors,22063,55,7,10,13,3,11,11,2,2,3,7
Single,60,0,Bachelors,57091,577,464,5,64,7,0,37,1,7,7,5
Married,58,1,Bachelors,22419,162,30,3,47,19,21,42,1,3,2,8
Married,62,2,Bachelors,87771,1957,1492,38,287,50,57,33,1,5,4,6
Divorced_Widowed,62,1,High School,78353,1576,752,122,476,39,153,34,1,10,11,8
Married,67,4,Bachelors,93404,1616,1279,15,287,20,0,15,3,3,7,5
Divorced_Widowed,59,3,Bachelors,37859,36,22,1,8,2,1,2,2,1,3,8
Divorced_Widowed,63,1,Postgraduate,80995,1482,860,28,409,73,56,56,1,8,4,4
Married,37,2,Bachelors,16529,22,3,0,5,13,0,1,1,1,3,6
Divorced_Widowed,45,2,Postgraduate,55412,63,10,5,28,11,1,8,1,2,3,5
Single,29,0,Bachelors,48789,680,351,16,156,7,5,145,1,6,7,6
Married,54,3,Postgraduate,56575,542,421,5,90,0,16,10,3,7,7,5
Married,41,2,High School,25130,50,2,5,7,0,18,18,2,2,3,7
Married,54,3,Bachelors,35441,39,25,1,9,2,1,1,2,1,3,8
Married,65,2,Bachelors,71391,1043,336,123,274,46,123,141,5,6,12,3
Divorced_Widowed,49,1,Postgraduate,49494,385,191,9,97,0,6,82,2,6,5,7
Single,41,0,Bachelors,81702,1633,563,50,774,28,31,187,1,7,12,3
Divorced_Widowed,41,1,High School,45889,46,31,0,6,0,1,8,1,1,3,6
Divorced_Widowed,44,1,Bachelors,56628,761,479,5,82,7,17,171,2,7,5,5
Married,71,3,Bachelors,34026,76,18,6,15,12,8,17,3,2,3,5
Married,47,2,Bachelors,40049,290,91,65,52,10,44,28,3,3,6,5
Divorced_Widowed,33,1,Bachelors,34176,89,5,7,24,19,14,20,4,3,4,6
Married,40,2,Bachelors,19419,70,2,14,28,16,3,7,4,4,3,9
Married,61,1,High School,82504,1066,362,50,431,134,35,54,1,3,7,1
Married,51,1,Bachelors,81205,2009,724,74,929,97,55,130,1,5,7,2
Single,30,0,High School,61618,1345,605,91,399,0,45,205,2,3,8,3
Divorced_Widowed,65,1,Postgraduate,55284,764,547,7,140,0,7,63,3,7,8,5
Divorced_Widowed,58,1,Bachelors,49980,195,104,1,54,13,9,14,2,3,5,5
Married,41,3,Bachelors,15072,53,8,2,15,0,10,18,4,3,3,5
Divorced_Widowed,47,1,Bachelors,49166,368,224,2,25,7,0,110,2,5,3,6
Married,67,2,Postgraduate,65324,544,384,0,102,21,32,5,3,6,9,4
Married,64,1,High School,82347,1853,556,54,845,202,133,63,1,7,10,3
Married,55,3,Postgraduate,30843,35,24,0,2,0,0,9,2,1,2,5
Married,47,2,Postgraduate,46374,446,408,0,21,0,0,17,3,7,7,8
Divorced_Widowed,42,1,Bachelors,60474,1180,265,199,303,234,9,170,7,10,12,7
Married,48,2,Postgraduate,38576,41,34,0,7,0,0,0,1,1,3,7
Married,36,3,Bachelors,55357,727,374,64,116,84,25,64,3,6,11,5
Married,55,3,Bachelors,37758,40,27,2,10,0,0,1,2,1,3,8
Married,32,1,High School,85710,1062,600,20,350,29,30,33,1,6,10,2
Married,52,2,Bachelors,23228,40,13,2,18,6,1,0,2,2,3,8
Married,52,3,Postgraduate,44602,292,167,2,89,0,0,34,6,6,4,8
Married,34,1,Bachelors,7500,15,0,2,3,4,1,5,1,0,3,6
Married,32,2,High School,38683,341,46,35,69,84,41,66,6,4,6,7
Divorced_Widowed,46,1,High School,49514,369,88,39,78,58,13,93,2,6,4,7
Married,48,2,Postgraduate,57906,401,243,11,119,10,3,15,3,4,8,4
Divorced_Widowed,55,1,Postgraduate,43456,393,275,11,68,25,7,7,3,5,8,5
Divorced_Widowed,35,2,Postgraduate,19485,10,6,0,4,0,0,0,1,1,2,7
Married,43,2,Bachelors,53172,486,121,62,90,68,20,125,3,2,8,3
Married,42,2,Bachelors,30545,69,4,12,15,19,7,12,2,2,3,7
Married,38,1,Postgraduate,70123,1727,1308,0,396,23,0,0,1,5,4,3
Divorced_Widowed,62,1,Bachelors,62450,995,515,47,267,62,66,38,2,5,4,3
Married,45,2,Bachelors,21675,45,4,0,16,17,4,4,3,4,3,7
Divorced_Widowed,40,2,High School,42395,182,48,13,57,24,15,25,4,3,4,7
Married,43,2,Postgraduate,61346,989,562,58,168,43,16,142,1,5,10,3
Married,68,1,Bachelors,80812,1677,769,22,500,210,143,33,1,4,5,2
Divorced_Widowed,50,2,Postgraduate,42835,595,379,4,93,12,9,98,7,6,4,6
Married,38,2,Bachelors,39922,156,29,12,59,19,1,36,2,3,4,8
Single,65,0,Postgraduate,86424,1226,387,68,569,89,45,68,1,6,12,1
Married,43,2,High School,17117,128,12,23,38,30,18,7,4,3,3,9
Divorced_Widowed,49,1,Bachelors,24762,86,6,10,12,3,15,40,3,3,2,8
Married,46,2,Bachelors,35797,68,27,1,14,4,1,21,2,2,3,8
Divorced_Widowed,46,2,Bachelors,36627,16,9,1,5,0,0,1,1,0,3,5
Married,40,3,High School,51111,55,22,0,19,6,5,3,2,2,3,6
Single,49,0,Postgraduate,86857,2114,899,102,838,133,102,40,1,5,10,2
Married,51,1,Postgraduate,82072,2018,889,55,685,168,92,129,1,3,13,1
Divorced_Widowed,68,3,Postgraduate,46231,263,189,2,55,0,5,12,4,6,4,9
Married,62,3,Bachelors,42243,55,48,0,2,0,0,5,2,2,3,7
Married,59,3,Bachelors,51195,564,230,14,156,82,24,58,8,9,5,8
Single,43,0,Postgraduate,68092,1281,852,60,207,78,36,48,2,2,10,5
Married,48,2,Bachelors,31814,83,35,3,20,4,1,20,2,2,3,9
Divorced_Widowed,56,2,Postgraduate,51390,353,205,20,47,23,2,56,6,5,5,5
Married,38,1,Bachelors,76630,1003,255,31,446,40,56,175,1,3,11,1
Divorced_Widowed,30,1,High School,26868,14,0,0,1,8,3,2,1,1,2,7
Single,78,0,Postgraduate,48948,902,437,8,206,160,49,42,2,7,5,6
Divorced_Widowed,49,1,Postgraduate,55260,1139,825,8,53,11,0,242,2,8,5,6
Married,65,2,Bachelors,64090,797,316,58,161,76,51,135,1,6,4,5
Divorced_Widowed,63,1,Bachelors,78331,1638,756,138,354,160,169,61,2,10,7,4
Married,47,2,Postgraduate,37087,401,194,55,134,15,0,3,3,4,8,6
Divorced_Widowed,35,1,Bachelors,21846,84,7,17,18,6,10,26,4,4,3,8
Married,63,1,Bachelors,81320,928,183,33,493,59,103,57,1,4,10,2
Divorced_Widowed,51,1,Bachelors,54137,203,171,0,11,0,1,20,2,4,4,6
Married,54,1,Bachelors,66825,858,243,101,405,29,40,40,1,4,6,2
Married,48,1,Bachelors,57100,409,181,21,69,39,3,96,1,3,6,3
Married,52,4,Bachelors,58917,282,151,7,89,0,7,28,5,4,6,5
Single,44,0,Bachelors,85072,1423,494,92,391,194,11,241,1,3,10,0
Single,60,0,Bachelors,86429,1449,464,28,873,29,18,37,0,7,7,2
Divorced_Widowed,50,1,Bachelors,45684,28,5,1,5,10,0,7,1,1,2,7
Married,47,2,Bachelors,47889,67,29,0,29,0,5,4,1,2,3,5
Married,35,1,Postgraduate,45921,199,102,9,49,24,3,12,1,2,6,4
Single,55,0,Postgraduate,78420,1453,604,28,674,91,28,28,1,3,8,1
Married,29,1,Bachelors,75114,1253,571,12,523,63,60,24,1,3,5,2
Divorced_Widowed,58,1,Postgraduate,52278,1198,953,0,71,0,0,174,6,10,10,8
Married,49,2,Postgraduate,35641,178,63,3,67,8,9,28,2,3,4,7
Single,27,0,Bachelors,95529,1990,770,29,890,250,27,24,1,7,7,3
Married,67,1,Bachelors,62820,976,398,61,265,138,61,53,1,3,6,1
Married,61,1,Postgraduate,73113,1001,741,19,154,50,9,28,1,3,7,2
Married,39,1,Postgraduate,84169,1919,1478,19,403,0,19,0,1,7,6,3
Divorced_Widowed,67,1,High School,42607,350,156,29,56,30,32,47,2,3,7,3
Single,67,0,Postgraduate,74637,1650,960,64,464,146,0,16,1,6,9,3
Married,66,3,Postgraduate,46015,46,38,0,2,0,0,6,1,1,3,7
Single,28,0,Bachelors,72354,1228,315,26,473,220,12,182,1,2,6,1
Divorced_Widowed,52,1,Postgraduate,39858,95,15,20,25,2,7,26,1,2,4,6
Married,73,3,Postgraduate,34469,62,19,6,20,0,5,12,3,1,4,4
Married,35,2,Bachelors,83033,1761,812,99,431,237,149,33,1,11,10,5
Married,42,1,Postgraduate,24401,467,73,28,217,10,24,115,3,6,6,8
Married,43,1,Bachelors,77583,1149,372,23,384,250,12,108,1,4,9,2
Single,39,0,High School,74116,2052,871,111,704,145,55,166,1,4,10,2
Single,28,0,Bachelors,74293,1127,375,152,335,93,91,81,1,5,6,2
Married,45,2,Postgraduate,68397,1416,760,80,466,17,13,80,1,6,5,3
Married,47,1,Postgraduate,79632,1113,471,0,510,99,21,12,1,6,9,2
Divorced_Widowed,32,1,Bachelors,46107,125,31,9,27,16,9,33,1,1,4,3
Divorced_Widowed,70,1,Postgraduate,64950,966,819,0,72,12,0,63,2,11,10,7
Married,32,2,High School,25443,32,1,4,3,8,9,7,1,1,3,8
Single,69,0,Bachelors,75127,833,203,35,305,46,17,227,1,2,5,1
Married,50,2,Postgraduate,32892,46,26,0,15,2,1,2,2,3,3,8
Married,50,1,Bachelors,71796,960,354,21,311,167,75,32,1,9,4,4
Married,51,2,Postgraduate,67536,1829,1253,0,447,23,71,35,3,11,11,8
Divorced_Widowed,50,1,Bachelors,55239,779,371,17,238,23,24,106,3,7,11,5
Divorced_Widowed,46,1,Postgraduate,60554,811,588,7,76,110,15,15,2,8,9,6
Divorced_Widowed,69,2,High School,64831,1120,480,86,249,75,86,144,8,6,5,6
Married,59,2,Postgraduate,56067,725,517,12,54,16,6,120,2,7,7,5
Single,38,0,Bachelors,82025,1187,267,98,606,48,70,98,1,3,6,1
Married,68,1,Bachelors,94384,2302,1111,24,790,160,45,172,0,5,5,2
Single,35,0,High School,14906,66,7,7,14,7,16,15,3,2,3,7
Married,34,1,Postgraduate,51563,1250,1166,0,48,0,0,36,1,4,10,8
Married,39,2,High School,57937,683,261,42,144,55,48,133,3,4,9,3
Divorced_Widowed,42,2,Bachelors,68274,305,135,25,51,23,25,46,2,4,5,3
Married,44,2,Bachelors,39771,50,6,2,18,2,8,14,1,2,3,4
Divorced_Widowed,46,1,High School,67893,995,711,28,142,49,18,47,2,3,9,8
Married,42,2,Postgraduate,27922,41,11,0,13,2,4,11,1,2,3,4
Married,45,3,Postgraduate,52190,77,42,0,17,0,0,18,3,2,3,5
Divorced_Widowed,48,2,Postgraduate,44051,171,79,7,58,6,3,18,4,3,4,6
Divorced_Widowed,50,2,Postgraduate,42767,131,20,6,43,19,5,38,1,3,2,8
Married,45,3,Postgraduate,46106,54,30,0,8,2,0,14,1,1,2,6
Married,45,3,Postgraduate,16927,53,20,2,23,3,1,4,5,3,4,8
Married,56,2,Bachelors,59754,475,115,27,44,4,146,139,3,5,6,5
Divorced_Widowed,69,1,Bachelors,53700,694,263,5,233,69,41,83,4,5,8,5
Married,48,3,Bachelors,59041,96,69,2,15,2,2,6,2,2,4,5
Divorced_Widowed,64,1,Postgraduate,54237,361,267,3,30,4,0,57,4,5,5,6
Divorced_Widowed,54,1,Bachelors,70647,1079,561,85,171,25,123,114,2,4,13,2
Divorced_Widowed,59,1,Postgraduate,52597,578,492,0,37,7,0,42,3,6,8,5
Married,52,2,Postgraduate,41021,64,14,7,9,6,16,12,2,2,3,6
Married,46,2,Postgraduate,40233,149,80,4,46,0,17,2,5,2,5,6
Married,41,3,Bachelors,50183,231,97,12,84,13,10,15,7,3,6,5
Married,62,2,Bachelors,54753,728,197,107,227,7,59,131,3,5,11,4
Married,48,1,Bachelors,92955,1778,693,21,925,31,24,84,1,6,9,2
Married,48,2,Bachelors,33471,93,43,2,27,0,9,12,3,3,4,7
Married,47,2,Postgraduate,34596,23,14,0,2,0,0,7,1,1,2,8
Married,41,2,Bachelors,44010,662,186,36,234,86,72,48,6,10,6,9
Married,33,1,Bachelors,84219,1198,434,137,400,45,137,45,1,3,10,1
Married,53,4,Postgraduate,40706,81,59,0,11,4,2,5,4,3,4,7
Married,33,2,High School,15716,92,16,5,30,8,7,26,3,3,4,8
Divorced_Widowed,62,1,High School,59052,491,230,35,75,63,57,31,3,7,7,5
Married,50,1,Postgraduate,80573,1564,829,138,430,60,92,15,1,4,13,2
Married,59,1,Bachelors,83715,926,318,8,407,150,35,8,1,2,13,0
Married,62,1,Postgraduate,82576,1910,1206,55,445,168,18,18,1,2,12,1
Married,56,4,Postgraduate,56962,411,292,3,77,10,3,26,7,6,5,7
Married,69,3,Bachelors,35704,94,30,9,12,2,11,30,3,2,4,4
Married,67,2,Bachelors,53103,1085,729,17,133,11,0,195,5,10,7,7
Divorced_Widowed,61,2,High School,46779,23,12,1,3,0,0,7,1,0,2,4
Single,56,0,Bachelors,4861,6,2,1,1,1,0,1,0,0,0,14
Divorced_Widowed,42,1,Postgraduate,33462,54,22,3,18,0,0,11,1,2,3,7
Divorced_Widowed,43,1,Bachelors,63693,1150,587,43,337,42,87,54,3,11,9,6
Married,71,1,Bachelors,80763,1415,674,168,108,192,42,231,1,5,6,3
Married,47,2,Postgraduate,65352,405,284,3,84,4,7,23,2,4,8,4
Married,43,1,Postgraduate,82170,1908,1023,93,651,49,55,37,1,5,7,2
Married,52,1,Bachelors,75759,2486,1394,22,708,89,91,182,1,9,9,5
Single,45,0,High School,79689,1315,311,26,640,180,37,121,1,4,13,2
Divorced_Widowed,65,2,Postgraduate,35340,45,27,0,12,0,1,5,2,2,3,5
Single,67,0,Bachelors,85683,1789,1296,17,311,45,69,51,1,2,10,1
Married,49,2,High School,24884,19,3,6,7,0,0,3,1,0,3,7
Married,40,2,Postgraduate,42021,573,393,5,136,7,5,27,5,10,6,9
Divorced_Widowed,32,1,Bachelors,64449,805,218,63,282,137,35,70,4,5,12,4
Divorced_Widowed,67,2,Bachelors,64587,108,66,0,16,0,6,20,2,1,4,3
Single,26,0,Bachelors,34824,23,4,2,11,2,0,4,1,1,2,6
Married,43,1,Bachelors,75437,1493,795,0,545,95,58,0,1,8,10,6
Married,64,3,Bachelors,26091,89,15,10,19,8,17,20,3,2,3,5
Married,48,2,Bachelors,52845,936,384,25,292,130,41,64,3,8,6,6
Divorced_Widowed,65,1,Bachelors,46086,343,244,8,32,7,2,50,4,3,8,4
Divorced_Widowed,65,1,Postgraduate,78028,528,158,19,288,25,0,38,1,6,9,7
Single,34,0,Postgraduate,95169,1901,1285,21,449,106,20,20,1,4,4,1
Married,40,3,High School,56337,724,349,16,144,28,5,182,5,8,4,8
Married,34,2,Bachelors,22434,58,4,12,11,3,13,15,2,2,3,8
Married,67,2,Postgraduate,36930,297,223,2,31,0,2,39,5,5,4,8
Divorced_Widowed,67,1,Bachelors,36130,488,157,43,127,68,56,37,6,3,4,4
Married,68,2,Postgraduate,65569,859,397,46,288,20,38,70,2,6,10,3
Married,69,1,Bachelors,83844,1574,901,31,345,75,31,191,1,4,11,1
Married,53,3,Bachelors,19514,69,14,3,21,2,1,28,4,3,2,8
Divorced_Widowed,58,2,Postgraduate,36736,17,10,0,3,0,0,4,1,1,2,6
Married,42,2,Bachelors,77568,2194,1230,0,396,232,178,158,1,10,8,5
Married,45,2,Postgraduate,49187,116,81,1,31,2,1,0,1,1,5,2
Divorced_Widowed,43,1,Bachelors,30168,279,154,20,66,0,12,27,7,6,4,9
Married,53,2,Postgraduate,34053,103,63,0,21,7,0,12,1,3,3,8
Married,50,3,Postgraduate,38196,44,30,0,11,0,0,3,3,2,4,5
Married,70,1,Postgraduate,59412,406,90,67,165,30,43,11,1,4,8,3
Married,56,1,High School,70924,1363,635,114,254,132,152,76,1,6,7,3
Married,52,1,Bachelors,54165,236,127,4,73,15,6,11,1,2,7,2
Married,48,2,Bachelors,32300,39,13,3,6,6,5,6,1,1,3,8
Single,45,0,Bachelors,20180,137,18,42,24,15,20,18,1,2,4,7
Married,48,2,Bachelors,34961,79,45,2,26,4,1,1,3,3,3,7
Married,47,2,Postgraduate,28440,63,38,1,24,0,0,0,1,2,3,8
Married,68,4,Postgraduate,64504,1314,986,36,168,16,0,108,7,11,4,7
Married,55,2,Postgraduate,33564,71,61,0,3,0,0,7,1,1,3,5
Married,43,2,Bachelors,17345,58,4,9,16,17,0,12,2,2,2,8
Married,54,2,Postgraduate,56320,702,201,53,172,116,77,83,3,5,9,4
Divorced_Widowed,43,1,Bachelors,28647,94,19,8,29,0,12,26,1,2,2,7
Divorced_Widowed,34,1,High School,15038,80,4,8,11,19,12,26,2,2,2,9
Divorced_Widowed,63,1,Postgraduate,32173,22,18,0,2,0,0,2,1,1,3,4
Married,57,2,High School,68316,1211,806,80,161,120,11,33,5,10,10,6
Married,50,1,Bachelors,74538,1461,380,98,733,110,112,28,1,8,5,3
Single,50,0,Bachelors,91700,1968,576,172,961,125,115,19,1,8,5,3
Married,52,1,Bachelors,68695,1091,458,81,356,106,50,40,1,4,7,2
Married,44,2,High School,31056,55,5,10,13,3,8,16,1,1,3,8
Married,48,1,Bachelors,79593,1366,350,60,568,110,133,145,1,5,7,2
Single,41,0,Bachelors,28071,313,39,33,130,41,26,44,2,5,5,8
Married,63,3,Postgraduate,37334,62,26,1,16,2,2,15,4,3,4,4
Divorced_Widowed,49,2,Postgraduate,46423,92,68,0,16,0,0,8,3,2,4,7
Married,50,2,Postgraduate,37126,72,45,3,9,4,4,7,1,1,2,6
Married,68,2,Bachelors,47703,655,359,0,134,13,26,123,4,6,8,5
Married,62,2,Bachelors,61180,704,403,24,29,6,24,218,2,5,6,3
Married,67,3,Bachelors,38998,54,34,1,14,0,0,5,3,2,3,8
Single,30,0,Bachelors,8028,178,73,18,66,7,12,2,15,0,0,19
Married,59,1,Bachelors,76081,1033,292,30,415,63,33,200,1,4,4,2
Married,35,2,Bachelors,34728,36,14,0,16,0,0,6,1,1,2,6
Divorced_Widowed,56,1,Postgraduate,33168,122,80,1,37,0,1,3,3,2,4,7
Married,55,2,Postgraduate,33585,122,30,11,33,13,6,29,1,2,4,4
Married,61,2,Postgraduate,77037,1123,463,96,333,168,53,10,1,7,12,3
Married,37,2,Bachelors,35196,497,75,12,141,43,39,187,6,6,5,8
Married,55,2,Bachelors,44529,691,538,13,91,17,6,26,6,6,11,5
Married,56,1,High School,70924,1363,635,114,254,132,152,76,1,6,7,3
Married,55,3,Postgraduate,28764,12,8,0,3,0,0,1,1,1,2,8
Married,72,1,Postgraduate,69098,2440,1315,22,780,145,0,178,1,7,9,5
Divorced_Widowed,51,2,High School,25959,56,4,2,12,7,5,26,2,1,2,6
Married,38,2,Postgraduate,27100,37,12,0,13,2,0,10,1,1,3,7
Single,36,0,Bachelors,70596,968,347,44,534,17,0,26,1,3,12,2
Married,47,2,Bachelors,42557,270,192,5,53,0,5,15,4,6,4,8
